;org:group;concept:instance;org:resource;Activity;Complete Timestamp;lifecycle:transition;case:startdate;case:responsible;case:enddate_planned;case:department;case:group;Case ID;case:deadline;case:channel;case:enddate;Duration
97;Group 2;task-45106;Resource02;T05 Print and send confirmation of receipt;2011-10-31 10:10:54.423000+00:00;complete;2011-10-15 23:06:40.020000+00:00;admin1;2011-12-11 00:06:40.010000+00:00;General;;case-10072;2011-12-11 00:06:40+00:00;Internet;2011-12-07 14:03:44.321000+00:00;17.163
98;Group 1;task-45104;Resource02;T06 Determine necessity of stop advice;2011-10-31 10:36:38.174000+00:00;complete;2011-10-15 23:06:40.020000+00:00;admin1;2011-12-11 00:06:40.010000+00:00;General;;case-10072;2011-12-11 00:06:40+00:00;Internet;2011-12-07 14:03:44.321000+00:00;1543.751
99;Group 1;task-45129;Resource02;T10 Determine necessity to stop indication;2011-10-31 10:37:11.319000+00:00;complete;2011-10-15 23:06:40.020000+00:00;admin1;2011-12-11 00:06:40.010000+00:00;General;;case-10072;2011-12-11 00:06:40+00:00;Internet;2011-12-07 14:03:44.321000+00:00;33.145
110;Group 1;task-43984;admin2;Confirmation of receipt;2011-10-20 09:57:52.783000+00:00;complete;2011-10-17 13:45:00.878000+00:00;admin3;2012-01-03 13:45:00.878000+00:00;Customer contact;;case-10075;2012-01-03 13:45:00.878000+00:00;Internet;2011-10-20 09:57:51.715000+00:00;0.0
111;EMPTY;task-43905;Resource03;Confirmation of receipt;2011-10-24 13:57:27.372000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10087;2011-12-13 00:06:40+00:00;Internet;2011-12-20 23:00:00.010000+00:00;0.0
112;Group 4;task-44298;Resource03;T02 Check confirmation of receipt;2011-10-24 13:57:45.747000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10087;2011-12-13 00:06:40+00:00;Internet;2011-12-20 23:00:00.010000+00:00;18.375
113;Group 3;task-44300;Resource03;T04 Determine confirmation of receipt;2011-10-24 13:58:02.043000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10087;2011-12-13 00:06:40+00:00;Internet;2011-12-20 23:00:00.010000+00:00;16.296
114;Group 2;task-44301;Resource03;T05 Print and send confirmation of receipt;2011-10-24 13:58:19.298000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10087;2011-12-13 00:06:40+00:00;Internet;2011-12-20 23:00:00.010000+00:00;17.255
115;Group 1;task-44299;Resource03;T06 Determine necessity of stop advice;2011-10-24 13:58:34.305000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10087;2011-12-13 00:06:40+00:00;Internet;2011-12-20 23:00:00.010000+00:00;15.007
116;Group 1;task-44302;Resource03;T10 Determine necessity to stop indication;2011-10-24 13:58:55.006000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10087;2011-12-13 00:06:40+00:00;Internet;2011-12-20 23:00:00.010000+00:00;20.701
124;EMPTY;task-43906;Resource03;Confirmation of receipt;2011-10-24 14:25:16.886000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource01;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10090;2011-12-13 00:06:40+00:00;Internet;2011-12-23 09:15:43.378000+00:00;0.0
125;Group 4;task-44319;Resource03;T02 Check confirmation of receipt;2011-10-24 14:25:48.093000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource01;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10090;2011-12-13 00:06:40+00:00;Internet;2011-12-23 09:15:43.378000+00:00;31.207
126;Group 3;task-44321;Resource03;T04 Determine confirmation of receipt;2011-10-24 14:26:08.810000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource01;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10090;2011-12-13 00:06:40+00:00;Internet;2011-12-23 09:15:43.378000+00:00;20.717
127;Group 2;task-44322;Resource03;T05 Print and send confirmation of receipt;2011-10-24 14:26:35.495000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource01;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10090;2011-12-13 00:06:40+00:00;Internet;2011-12-23 09:15:43.378000+00:00;26.685
128;Group 1;task-44320;Resource03;T06 Determine necessity of stop advice;2011-10-24 14:27:22.161000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource01;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10090;2011-12-13 00:06:40+00:00;Internet;2011-12-23 09:15:43.378000+00:00;46.666
129;Group 1;task-44323;Resource03;T10 Determine necessity to stop indication;2011-10-24 14:27:44.390000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource01;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10090;2011-12-13 00:06:40+00:00;Internet;2011-12-23 09:15:43.378000+00:00;22.229
130;EMPTY;task-43907;Resource03;Confirmation of receipt;2011-10-25 13:07:27.732000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10094;2011-12-13 00:06:40+00:00;Internet;2011-11-23 08:10:27.977000+00:00;0.0
131;Group 4;task-44511;Resource03;T02 Check confirmation of receipt;2011-10-25 13:07:50.830000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10094;2011-12-13 00:06:40+00:00;Internet;2011-11-23 08:10:27.977000+00:00;23.098
132;Group 3;task-44513;Resource03;T04 Determine confirmation of receipt;2011-10-25 13:08:07.876000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10094;2011-12-13 00:06:40+00:00;Internet;2011-11-23 08:10:27.977000+00:00;17.046
133;Group 2;task-44514;Resource03;T05 Print and send confirmation of receipt;2011-10-25 13:08:27.483000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10094;2011-12-13 00:06:40+00:00;Internet;2011-11-23 08:10:27.977000+00:00;19.607
134;Group 1;task-44512;Resource03;T06 Determine necessity of stop advice;2011-10-25 13:08:48.537000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10094;2011-12-13 00:06:40+00:00;Internet;2011-11-23 08:10:27.977000+00:00;21.054
135;Group 1;task-44515;Resource03;T10 Determine necessity to stop indication;2011-10-25 13:09:15.981000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10094;2011-12-13 00:06:40+00:00;Internet;2011-11-23 08:10:27.977000+00:00;27.444
136;EMPTY;task-44056;admin2;Confirmation of receipt;2011-11-14 08:26:07.385000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource05;2011-12-13 00:06:40.010000+00:00;General;Group 5;case-10095;2011-12-13 00:06:40+00:00;Internet;2011-11-10 23:00:00.010000+00:00;0.0
137;EMPTY;task-44006;Resource03;Confirmation of receipt;2011-10-25 14:06:58.586000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10098;2011-12-13 00:06:40+00:00;Internet;2011-11-21 09:55:59.502000+00:00;0.0
138;Group 4;task-44538;Resource03;T02 Check confirmation of receipt;2011-10-25 14:07:20.077000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10098;2011-12-13 00:06:40+00:00;Internet;2011-11-21 09:55:59.502000+00:00;21.491
139;Group 3;task-44540;Resource03;T04 Determine confirmation of receipt;2011-10-25 14:07:48.289000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10098;2011-12-13 00:06:40+00:00;Internet;2011-11-21 09:55:59.502000+00:00;28.212
140;Group 2;task-44541;Resource03;T05 Print and send confirmation of receipt;2011-10-25 14:08:23.484000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10098;2011-12-13 00:06:40+00:00;Internet;2011-11-21 09:55:59.502000+00:00;35.195
141;Group 1;task-44539;Resource03;T06 Determine necessity of stop advice;2011-10-25 14:08:54.842000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10098;2011-12-13 00:06:40+00:00;Internet;2011-11-21 09:55:59.502000+00:00;31.358
142;Group 1;task-44542;Resource03;T10 Determine necessity to stop indication;2011-10-25 14:09:21.982000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10098;2011-12-13 00:06:40+00:00;Internet;2011-11-21 09:55:59.502000+00:00;27.14
143;EMPTY;task-44008;Resource03;Confirmation of receipt;2011-10-26 07:04:38.421000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10099;2011-12-13 00:06:40+00:00;Internet;2011-11-23 08:18:38.635000+00:00;0.0
144;Group 4;task-44588;Resource03;T02 Check confirmation of receipt;2011-10-26 07:04:58.466000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10099;2011-12-13 00:06:40+00:00;Internet;2011-11-23 08:18:38.635000+00:00;20.045
145;Group 3;task-44590;Resource03;T04 Determine confirmation of receipt;2011-10-26 07:05:15.074000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10099;2011-12-13 00:06:40+00:00;Internet;2011-11-23 08:18:38.635000+00:00;16.608
146;Group 2;task-44591;Resource03;T05 Print and send confirmation of receipt;2011-10-26 07:05:29.235000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10099;2011-12-13 00:06:40+00:00;Internet;2011-11-23 08:18:38.635000+00:00;14.161
147;Group 1;task-44589;Resource03;T06 Determine necessity of stop advice;2011-10-26 07:05:43.792000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10099;2011-12-13 00:06:40+00:00;Internet;2011-11-23 08:18:38.635000+00:00;14.557
148;Group 1;task-44592;Resource03;T10 Determine necessity to stop indication;2011-10-26 07:07:16.656000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10099;2011-12-13 00:06:40+00:00;Internet;2011-11-23 08:18:38.635000+00:00;92.864
149;EMPTY;task-44010;Resource03;Confirmation of receipt;2011-10-26 09:44:51.917000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10101;2011-12-13 00:06:40+00:00;Internet;2011-11-16 13:34:26.165000+00:00;0.0
150;Group 4;task-44664;Resource03;T02 Check confirmation of receipt;2011-10-26 09:45:23.672000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10101;2011-12-13 00:06:40+00:00;Internet;2011-11-16 13:34:26.165000+00:00;31.755
151;Group 3;task-44666;Resource03;T04 Determine confirmation of receipt;2011-10-26 09:45:54.899000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10101;2011-12-13 00:06:40+00:00;Internet;2011-11-16 13:34:26.165000+00:00;31.227
152;Group 2;task-44667;Resource03;T05 Print and send confirmation of receipt;2011-10-26 09:46:16.939000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10101;2011-12-13 00:06:40+00:00;Internet;2011-11-16 13:34:26.165000+00:00;22.04
153;Group 1;task-44665;Resource03;T06 Determine necessity of stop advice;2011-10-26 09:46:40.098000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10101;2011-12-13 00:06:40+00:00;Internet;2011-11-16 13:34:26.165000+00:00;23.159
154;Group 1;task-44668;Resource03;T10 Determine necessity to stop indication;2011-10-26 09:47:15.161000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10101;2011-12-13 00:06:40+00:00;Internet;2011-11-16 13:34:26.165000+00:00;35.063
155;EMPTY;task-43717;Resource02;Confirmation of receipt;2011-10-20 09:06:16.081000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource02;2012-01-24 00:06:40.010000+00:00;General;Group 5;case-10102;2012-01-24 00:06:40+00:00;Internet;;0.0
156;EMPTY;task-43960;Resource02;T02 Check confirmation of receipt;2011-10-27 11:46:27.098000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource02;2012-01-24 00:06:40.010000+00:00;General;Group 5;case-10102;2012-01-24 00:06:40+00:00;Internet;;614411.017
157;Group 3;task-44912;Resource02;T04 Determine confirmation of receipt;2011-10-27 11:46:49.205000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource02;2012-01-24 00:06:40.010000+00:00;General;Group 5;case-10102;2012-01-24 00:06:40+00:00;Internet;;22.107
158;Group 2;task-44913;admin1;T05 Print and send confirmation of receipt;2011-10-27 13:11:16.295000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource02;2012-01-24 00:06:40.010000+00:00;General;Group 5;case-10102;2012-01-24 00:06:40+00:00;Internet;;5067.09
159;Group 1;task-43961;Resource02;T06 Determine necessity of stop advice;2011-11-17 07:13:20.068000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource02;2012-01-24 00:06:40.010000+00:00;General;Group 5;case-10102;2012-01-24 00:06:40+00:00;Internet;;1792923.773
160;Group 1;task-46924;Resource02;T10 Determine necessity to stop indication;2011-11-17 07:14:21.708000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource02;2012-01-24 00:06:40.010000+00:00;General;Group 5;case-10102;2012-01-24 00:06:40+00:00;Internet;;61.64
161;EMPTY;task-43718;Resource02;Confirmation of receipt;2011-11-15 06:20:14.205000+00:00;complete;2011-10-10 23:06:40.020000+00:00;Resource02;2012-01-01 23:00:00.010000+00:00;General;Group 5;case-10103;2012-01-01 23:00:00+00:00;Internet;2012-01-18 13:42:30.860000+00:00;0.0
162;Group 4;task-46638;Resource02;T02 Check confirmation of receipt;2011-11-15 06:20:38.880000+00:00;complete;2011-10-10 23:06:40.020000+00:00;Resource02;2012-01-01 23:00:00.010000+00:00;General;Group 5;case-10103;2012-01-01 23:00:00+00:00;Internet;2012-01-18 13:42:30.860000+00:00;24.675
163;Group 3;task-46640;Resource02;T04 Determine confirmation of receipt;2011-11-15 06:21:00.327000+00:00;complete;2011-10-10 23:06:40.020000+00:00;Resource02;2012-01-01 23:00:00.010000+00:00;General;Group 5;case-10103;2012-01-01 23:00:00+00:00;Internet;2012-01-18 13:42:30.860000+00:00;21.447
164;Group 2;task-46641;Resource02;T05 Print and send confirmation of receipt;2011-11-15 06:21:22.524000+00:00;complete;2011-10-10 23:06:40.020000+00:00;Resource02;2012-01-01 23:00:00.010000+00:00;General;Group 5;case-10103;2012-01-01 23:00:00+00:00;Internet;2012-01-18 13:42:30.860000+00:00;22.197
165;Group 1;task-46639;Resource02;T06 Determine necessity of stop advice;2011-11-15 06:42:16.335000+00:00;complete;2011-10-10 23:06:40.020000+00:00;Resource02;2012-01-01 23:00:00.010000+00:00;General;Group 5;case-10103;2012-01-01 23:00:00+00:00;Internet;2012-01-18 13:42:30.860000+00:00;1253.811
166;Group 1;task-46642;Resource02;T10 Determine necessity to stop indication;2011-11-15 06:42:43.828000+00:00;complete;2011-10-10 23:06:40.020000+00:00;Resource02;2012-01-01 23:00:00.010000+00:00;General;Group 5;case-10103;2012-01-01 23:00:00+00:00;Internet;2012-01-18 13:42:30.860000+00:00;27.493
167;EMPTY;task-44050;Resource03;Confirmation of receipt;2011-10-26 12:45:46.454000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10105;2011-12-13 00:06:40+00:00;Internet;2011-11-14 08:21:17.077000+00:00;0.0
168;Group 4;task-44690;Resource03;T02 Check confirmation of receipt;2011-10-26 12:46:05.211000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10105;2011-12-13 00:06:40+00:00;Internet;2011-11-14 08:21:17.077000+00:00;18.757
169;Group 3;task-44692;Resource03;T04 Determine confirmation of receipt;2011-10-26 12:46:20.612000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10105;2011-12-13 00:06:40+00:00;Internet;2011-11-14 08:21:17.077000+00:00;15.401
170;Group 2;task-44693;Resource03;T05 Print and send confirmation of receipt;2011-10-26 12:46:39.019000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10105;2011-12-13 00:06:40+00:00;Internet;2011-11-14 08:21:17.077000+00:00;18.407
171;Group 1;task-44691;Resource03;T06 Determine necessity of stop advice;2011-10-26 12:46:55.969000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10105;2011-12-13 00:06:40+00:00;Internet;2011-11-14 08:21:17.077000+00:00;16.95
172;Group 1;task-44694;Resource03;T10 Determine necessity to stop indication;2011-10-26 12:47:17.500000+00:00;complete;2011-10-17 23:06:40.020000+00:00;Resource11;2011-12-13 00:06:40.010000+00:00;General;Group 8;case-10105;2011-12-13 00:06:40+00:00;Internet;2011-11-14 08:21:17.077000+00:00;21.531
173;EMPTY;task-44018;Resource05;Confirmation of receipt;2011-10-25 07:56:31.704000+00:00;complete;2011-10-19 23:06:40.020000+00:00;Resource05;2011-12-15 00:06:40.010000+00:00;General;Group 5;case-10120;2011-12-15 00:06:40+00:00;Internet;2011-11-18 09:41:02.406000+00:00;0.0
174;Group 4;task-44401;Resource05;T02 Check confirmation of receipt;2011-10-25 07:57:00.379000+00:00;complete;2011-10-19 23:06:40.020000+00:00;Resource05;2011-12-15 00:06:40.010000+00:00;General;Group 5;case-10120;2011-12-15 00:06:40+00:00;Internet;2011-11-18 09:41:02.406000+00:00;28.675
175;EMPTY;task-44403;Resource05;T04 Determine confirmation of receipt;2011-10-25 09:34:25.395000+00:00;complete;2011-10-19 23:06:40.020000+00:00;Resource05;2011-12-15 00:06:40.010000+00:00;General;Group 5;case-10120;2011-12-15 00:06:40+00:00;Internet;2011-11-18 09:41:02.406000+00:00;5845.016
176;Group 2;task-44423;Resource05;T05 Print and send confirmation of receipt;2011-10-25 09:34:46.250000+00:00;complete;2011-10-19 23:06:40.020000+00:00;Resource05;2011-12-15 00:06:40.010000+00:00;General;Group 5;case-10120;2011-12-15 00:06:40+00:00;Internet;2011-11-18 09:41:02.406000+00:00;20.855
177;Group 1;task-44402;Resource05;T06 Determine necessity of stop advice;2011-10-25 09:35:58.954000+00:00;complete;2011-10-19 23:06:40.020000+00:00;Resource05;2011-12-15 00:06:40.010000+00:00;General;Group 5;case-10120;2011-12-15 00:06:40+00:00;Internet;2011-11-18 09:41:02.406000+00:00;72.704
178;Group 1;task-44424;Resource05;T10 Determine necessity to stop indication;2011-10-25 11:45:05.459000+00:00;complete;2011-10-19 23:06:40.020000+00:00;Resource05;2011-12-15 00:06:40.010000+00:00;General;Group 5;case-10120;2011-12-15 00:06:40+00:00;Internet;2011-11-18 09:41:02.406000+00:00;7746.505
179;EMPTY;task-44038;Resource06;Confirmation of receipt;2011-10-27 06:37:51.459000+00:00;complete;2011-10-19 23:06:40.020000+00:00;Resource06;2011-12-15 00:06:40.010000+00:00;General;Group 5;case-10127;2011-12-15 00:06:40+00:00;Internet;2011-11-14 15:28:14.523000+00:00;0.0
180;Group 4;task-44809;Resource06;T02 Check confirmation of receipt;2011-10-27 06:38:11.536000+00:00;complete;2011-10-19 23:06:40.020000+00:00;Resource06;2011-12-15 00:06:40.010000+00:00;General;Group 5;case-10127;2011-12-15 00:06:40+00:00;Internet;2011-11-14 15:28:14.523000+00:00;20.077
181;Group 3;task-44811;Resource06;T04 Determine confirmation of receipt;2011-10-27 06:38:39.137000+00:00;complete;2011-10-19 23:06:40.020000+00:00;Resource06;2011-12-15 00:06:40.010000+00:00;General;Group 5;case-10127;2011-12-15 00:06:40+00:00;Internet;2011-11-14 15:28:14.523000+00:00;27.601
